iso3,location,variable,age,sex,y2024,y2025,y2026,y2027,y2028,y2029,y2030,y2031,y2032,y2033,y2034,y2035,y2036,y2037,y2038,y2039,y2040,y2041,y2042,y2043,y2044,y2045,y2046,y2047,y2048,y2049,y2050,y2051,y2052,y2053,y2054,y2055,y2056,y2057,y2058,y2059,y2060,y2061,y2062,y2063,y2064,y2065,y2066,y2067,y2068,y2069,y2070,y2071,y2072,y2073,y2074,y2075,y2076,y2077,y2078,y2079,y2080,y2081,y2082,y2083,y2084,y2085,y2086,y2087,y2088,y2089,y2090,y2091,y2092,y2093,y2094,y2095,y2096,y2097,y2098,y2099,y2100,y2101
MEX,Mexico,population,48,male,709.723,715.126,725.047,733.605,741.141,745.304,765.537,786.492,793.175,813.678,832.487,854.726,871.958,884.042,908.877,929.604,939.59,944.569,947.807,960.492,967.894,961.403,960.018,968.802,980.789,1005.842,1012.493,1018.39,1015.956,1016.014,1014.547,1013.354,1014.34,1018.251,1023.474,1028.706,1033.22,1036.444,1035.965,1017.385,989.328,970.823,955.432,956.598,958.335,949.52,944.9349999999999,934.59,923.813,917.668,909.829,904.5940000000001,898.505,893.511,889.431,884.7619999999999,881.165,877.292,872.803,868.4690000000001,864.03,859.0359999999999,854.525,849.509,843.258,836.4640000000001,829.1319999999999,821.805,814.624,808.68,801.696,794.586,786.982,780.8869999999999,774.3819999999999,768.0700000000001,761.78,755.253
MEX,Mexico,population,49,male,707.055,704.932,710.357,720.279,728.86,736.425,740.627,760.821,781.727,788.45,808.92,827.682,849.8920000000001,867.102,879.217,903.999,924.689,934.717,939.769,943.078,955.779,963.24,956.85,955.552,964.371,976.405,1001.406,1008.126,1014.075,1011.736,1011.867,1010.483,1009.367,1010.427,1014.406,1019.693,1024.969,1029.532,1032.825,1032.411,1013.952,986.043,967.645,952.364,953.587,955.37,946.636,942.1,931.852,921.145,915.055,907.289,902.117,896.091,891.152,887.124,882.502,878.955,875.124,870.704,866.4059999999999,862.0119999999999,857.052,852.592,847.63,841.431,834.673,827.384,820.092,812.966,807.044,800.107,793.0410000000001,785.482,779.419,772.954,766.675,760.418
MEX,Mexico,population,50,male,699.775,702.028,699.978,705.431,715.367,723.9690000000001,731.555,735.811,755.955,776.817,783.583,803.992,822.7380000000001,844.895,862.106,874.231,898.95,919.626,929.703,934.819,938.1900000000001,950.924,958.426,952.15,950.9349999999999,959.814,971.85,996.841,1003.612,1009.626,1007.373,1007.585,1006.284,1005.253,1006.394,1010.443,1015.777,1021.102,1025.731,1029.081,1028.735,1010.404,982.64,964.367,949.198,950.471,952.308,943.64,939.188,929.014,918.379,912.362,904.669,899.5599999999999,893.595,888.7140000000001,884.734,880.168,876.665,872.903,868.523,864.272,859.914,855.008,850.604,845.693,839.532,832.819,825.568,818.3339999999999,811.235,805.36,798.468,791.449,783.928,777.9059999999999,771.476,765.2329999999999
MEX,Mexico,population,51,male,685.667,694.511,696.8099999999999,694.843,700.3390000000001,710.2859999999999,718.903,726.521,730.824,750.922,771.7380000000001,778.524,798.901,817.61,839.735,856.925,869.053,893.73,914.395,924.511,929.683,933.135,945.885,953.438,947.274,946.168,955.0650000000001,967.146,992.106,998.941,1005.01,1002.853,1003.146,1001.935,1000.997,1002.222,1006.326,1011.711,1017.102,1021.786,1025.195,1024.922,1006.715,979.117,960.973,945.91,947.241,949.117,940.549,936.1609999999999,926.063,915.518,909.573,901.953,896.908,891.0069999999999,886.18,882.258,877.742,874.3099999999999,870.5890000000001,866.259,862.047,857.744,852.897,848.545,843.673,837.559,830.8869999999999,823.697,816.494,809.446,803.617,796.775,789.795,782.319,776.3339999999999,769.942
MEX,Mexico,population,52,male,669.0890000000001,680.186,689.029,691.384,689.514,695.052,705.003,713.645,721.289,725.647,745.697,766.442,773.277,793.602,812.293,834.3630000000001,851.525,863.679,888.316,908.9589999999999,919.106,924.351,927.869,940.644,948.244,942.2190000000001,941.183,950.14,962.249,987.188,994.077,1000.209,998.149,998.53,997.418,996.578,997.872,1002.035,1007.489,1012.935,1017.676,1021.148,1020.943,1002.879,975.453,957.434,942.4880000000001,943.864,945.8099999999999,937.324,933.001,922.997,912.5410000000001,906.67,899.126,894.146,888.307,883.544,879.674,875.2329999999999,871.845,868.177,863.89,859.736,855.4930000000001,850.702,846.3920000000001,841.567,835.496,828.886,821.731,814.582,807.586,801.807,795.0069999999999,788.074,780.6420000000001,774.696
MEX,Mexico,population,53,male,649.545,663.384,674.461,683.3099999999999,685.734,683.9640000000001,689.538,699.503,708.163,715.8390000000001,720.255,740.231,760.929,767.797,788.088,806.74,828.746,845.9,858.083,882.669,903.279,913.471,918.777,922.372,935.1660000000001,942.836,936.915,935.9930000000001,944.994,957.1420000000001,982.047,988.997,995.193,993.237,993.716,992.707,991.949,993.3200000000001,997.5599999999999,1003.071,1008.575,1013.377,1016.908,1016.785,998.87,971.615,953.732,938.895,940.345,942.3440000000001,933.943,929.699,919.79,909.429,903.633,896.167,891.252,885.4829999999999,880.778,876.985,872.596,869.264,865.64,861.415,857.323,853.138,848.394,844.133,839.353,833.346,826.774,819.676,812.583,805.6420000000001,799.9059999999999,793.1559999999999,786.269,778.8819999999999
MEX,Mexico,population,54,male,630.591,643.6180000000001,657.4109999999999,668.472,677.338,679.833,678.16,683.7809999999999,693.752,702.4349999999999,710.145,714.599,734.525,755.155,762.079,782.313,800.917,822.877,840.023,852.229,876.75,897.338,907.562,912.938,916.606,929.4400000000001,937.144,931.371,930.551,939.609,951.785,976.658,983.67,989.9349999999999,988.0940000000001,988.673,987.755,987.09,988.553,992.859,998.431,1003.996,1008.855,1012.456,1012.421,994.654,967.582,949.83,935.133,936.641,938.694,930.393,926.23,916.421,906.1559999999999,900.439,893.051,888.208,882.5069999999999,877.885,874.146,869.819,866.535,862.975,858.816,854.7859999999999,850.65,845.961,841.748,837.0309999999999,831.0650000000001,824.553,817.514,810.481,803.59,797.9059999999999,791.204,784.365
MEX,Mexico,population,55,male,613.015,624.42,637.402,651.15,662.206,671.087,673.647,672.086,677.748,687.73,696.438,704.1609999999999,708.68,728.5359999999999,749.114,756.076,776.2430000000001,794.817,816.729,833.86,846.079,870.543,891.092,901.357,906.798,910.563,923.401,931.177,925.542,924.8390000000001,933.943,946.154,970.99,978.069,984.4109999999999,982.689,983.3579999999999,982.539,981.982,983.53,987.905,993.542,999.163,1004.091,1007.768,1007.814,990.206,963.317,945.727,931.16,932.728,934.847,926.649,922.572,912.865,902.702,897.064,889.7619999999999,884.989,879.378,874.819,871.145,866.874,863.6559999999999,860.164,856.071,852.095,848.0170000000001,843.381,839.2329999999999,834.5599999999999,828.6559999999999,822.206,815.231,808.252,801.42,795.785,789.135
MEX,Mexico,population,56,male,592.082,606.5700000000001,617.9400000000001,630.879,644.591,655.638,664.527,667.165,665.712,671.421,681.415,690.126,697.8869999999999,702.458,722.259,742.7619999999999,749.7569999999999,769.874,788.4160000000001,810.269,827.373,839.617,864.0069999999999,884.521,894.819,900.348,904.179,917.055,924.89,919.412,918.818,927.975,940.22,965.018,972.174,978.5940000000001,976.981,977.749,977.045,976.5890000000001,978.225,982.676,988.372,994.062,999.063,1002.81,1002.943,985.491,958.8200000000001,941.386,926.953,928.5940000000001,930.779,922.691,918.702,909.103,899.043,893.491,886.275,881.595,876.055,871.569,867.955,863.758,860.611,857.188,853.154,849.239,845.218,840.653,836.551,831.9400000000001,826.102,819.7190000000001,812.804,805.888,799.112,793.5309999999999
MEX,Mexico,population,57,male,570.899,585.389,599.802,611.139,624.043,637.713,648.7430000000001,657.649,660.36,659.024,664.782,674.765,683.504,691.289,695.933,715.655,736.073,743.122,763.1849999999999,781.686,803.468,820.555,832.811,857.127,877.595,887.947,893.533,897.466,910.367,918.276,912.947,912.474,921.6849999999999,933.966,958.729,965.962,972.449,970.956,971.836,971.2430000000001,970.8920000000001,972.623,977.144,982.9109999999999,988.674,993.7430000000001,997.564,997.7809999999999,980.518,954.061,936.788,922.5069999999999,924.221,926.478,918.502,914.607,905.1180000000001,895.169,889.703,882.595,877.989,872.533,868.114,864.577,860.4589999999999,857.385,854.024,850.057,846.204,842.256,837.744,833.708,829.164,823.396,817.076,810.228,803.374,796.66
MEX,Mexico,population,58,male,551.977,563.961,578.367,592.706,604.018,616.8819999999999,630.5,641.52,650.434,653.224,652.0119999999999,657.8,667.795,676.547,684.375,689.078,708.71,729.057,736.162,756.162,774.61,796.326,813.381,825.655,849.884,870.321,880.696,886.375,890.401,903.34,911.309,906.144,905.796,915.064,927.388,952.111,959.408,965.972,964.6130000000001,965.602,965.122,964.885,966.707,971.309,977.153,982.984,988.124,992.015,992.34,975.263,949.029,931.9349999999999,917.812,919.604,921.934,914.077,910.275,900.904,891.068,885.71,878.694,874.174,868.795,864.462,861.0069999999999,856.971,853.963,850.673,846.773,842.998,839.106,834.665,830.699,826.226,820.525,814.276,807.495,800.708
MEX,Mexico,population,59,male,530.337,544.776,556.698,571.02,585.29,596.573,609.386,622.9589999999999,633.96,642.885,645.758,644.653,650.495,660.487,669.272,677.127,681.883,701.441,721.711,728.869,748.793,767.196,788.83,805.856,818.139,842.296,862.668,873.098,878.86,882.996,895.956,903.995,899.001,898.784,908.117,920.484,945.148,952.521,959.171,957.944,959.043,958.686,958.559,960.484,965.174,971.0890000000001,976.99,982.197,986.182,986.609,969.724,943.7329999999999,926.824,912.869,914.741,917.148,909.4109999999999,905.708,896.458,886.758,881.49,874.578,870.139,864.856,860.614,857.2430000000001,853.283,850.351,847.13,843.314,839.6,835.782,831.418,827.526,823.121,817.4930000000001,811.3150000000001,804.606
MEX,Mexico,population,60,male,507.472,522.926,537.26,549.121,563.3630000000001,577.559,588.804,601.572,615.088,626.071,635.008,637.947,636.976,642.86,652.8680000000001,661.668,669.544,674.376,693.853,714.038,721.242,741.097,759.4400000000001,780.992,797.978,810.289,834.338,854.672,865.146,871.008,875.24,888.23,896.341,891.523,891.451,900.85,913.246,937.855,945.312,952.044,950.949,952.17,951.931,951.926,953.962,958.734,964.722,970.6900000000001,975.9880000000001,980.059,980.5890000000001,963.9109999999999,938.173,921.462,907.68,909.6369999999999,912.1180000000001,904.509,900.907,891.798,882.218,877.055,870.241,865.899,860.718,856.5700000000001,853.279,849.405,846.546,843.4109999999999,839.662,836.026,832.288,828.005,824.183,819.853,814.299,808.196
MEX,Mexico,population,61,male,486.575,499.894,515.217,529.447,541.251,555.408,569.518,580.731,593.444,606.901,617.865,626.792,629.821,628.976,634.922,644.928,653.736,661.653,666.561,685.949,706.035,713.298,733.067,751.35,772.808,789.771,802.08,826.045,846.327,856.859,862.805,867.145,880.164,888.347,883.723,883.797,893.249,905.682,930.239,937.775,944.586,943.6369999999999,944.971,944.8630000000001,944.989,947.13,951.986,958.044,964.102,969.4829999999999,973.641,974.283,957.8200000000001,932.35,915.843,902.244,904.283,906.842,899.3630000000001,895.88,886.898,877.453,872.386,865.689,861.451,856.375,852.317,849.114,845.324,842.555,839.49,835.824,832.273,828.62,824.414,820.67,816.412,810.937
MEX,Mexico,population,62,male,464.895,478.836,492.042,507.232,521.359,533.103,547.162,561.1900000000001,572.359,585.015,598.4109999999999,609.333,618.27,621.378,620.682,626.674,636.67,645.505,653.46,658.442,677.728,697.72,705.03,724.713,742.925,764.301,781.208,793.544,817.408,837.647,848.2190000000001,854.261,858.711,871.756,880.023,875.595,875.806,885.3200000000001,897.795,922.288,929.899,936.8,935.9880000000001,937.448,937.478,937.731,939.979,944.917,951.068,957.206,962.67,966.922,967.679,951.444,926.251,909.958,896.543,898.667,901.304,893.975,890.597,881.756,872.439,867.487,860.913,856.782,851.807,847.848,844.732,841.042,838.346,835.367,831.7910000000001,828.329,824.756,820.635,816.966,812.788
MEX,Mexico,population,63,male,441.52,457.039,470.844,483.936,498.995,513.014,524.684,538.649,552.582,563.706,576.301,589.612,600.508,609.442,612.649,612.0890000000001,618.12,628.123,636.981,644.971,650.02,669.207,689.0890000000001,696.45,716.033,734.188,755.448,772.325,784.674,808.4450000000001,828.6180000000001,839.2380000000001,845.376,849.9349999999999,863.016,871.3630000000001,867.122,867.4829999999999,877.064,889.575,913.992,921.687,928.6660000000001,928.004,929.596,929.761,930.14,932.495,937.5359999999999,943.771,949.991,955.542,959.889,960.768,944.768,919.865,903.788,890.5650000000001,892.774,895.505,888.312,885.049,876.343,867.173,862.342,855.895,851.8680000000001,847.004,843.141,840.128,836.521,833.915,831.028,827.548,824.17,820.683,816.645,813.058
MEX,Mexico,population,64,male,419.538,433.606,448.946,462.612,475.593,490.513,504.409,516.01,529.8680000000001,543.7,554.777,567.2859999999999,580.526,591.3819999999999,600.329,603.62,603.192,609.279,619.284,628.16,636.176,641.301,660.373,680.141,687.545,707.04,725.103,746.269,763.1,775.475,799.126,819.235,829.902,836.133,840.8150000000001,853.924,862.337,858.299,858.817,868.458,880.995,905.3390000000001,913.106,920.17,919.6660000000001,921.385,921.683,922.1900000000001,924.672,929.8099999999999,936.127,942.431,948.071,952.519,953.521,937.766,913.158,897.306,884.279,886.588,889.397,882.352,879.197,870.644,861.629,856.922,850.6,846.686,841.93,838.181,835.252,831.745,829.235,826.446,823.055,819.769,816.367,812.418
MEX,Mexico,population,65,male,396.271,411.556,425.453,440.611,454.14,467.001,481.767,495.543,507.062,520.806,534.534,545.537,557.974,571.126,581.9589999999999,590.9,594.268,593.992,600.1319999999999,610.1319999999999,619.0170000000001,627.0650000000001,632.256,651.208,670.846,678.309,697.681,715.674,736.728,753.521,765.899,789.429,809.468,820.176,826.5119999999999,831.312,844.433,852.922,849.0940000000001,849.766,859.458,872.028,896.277,904.123,911.277,910.925,912.768,913.202,913.8579999999999,916.462,921.694,928.096,934.484,940.217,944.765,945.896,930.3869999999999,906.086,890.465,877.6559999999999,880.049,882.944,876.04,873.01,864.6180000000001,855.763,851.179,844.9930000000001,841.188,836.558,832.904,830.078,826.677,824.268,821.5700000000001,818.278,815.081,811.771
MEX,Mexico,population,66,male,372.79,388.246,403.318,417.04,432.014,445.397,458.124,472.735,486.375,497.805,511.429,525.025,535.968,548.316,561.394,572.181,581.106,584.569,584.443,590.63,600.614,609.5119999999999,617.581,622.838,641.653,661.17,668.662,687.93,705.8339999999999,726.7809999999999,743.509,755.893,779.294,799.25,810.0069999999999,816.443,821.346,834.487,843.051,839.434,840.253,850.005,862.59,886.742,894.67,901.905,901.703,903.673,904.263,905.063,907.789,913.116,919.603,926.08,931.905,936.556,937.809,922.558,898.577,883.211,870.61,873.096,876.0650000000001,869.322,866.423,858.198,849.506,845.055,839.001,835.323,830.802,827.261,824.544,821.2569999999999,818.943,816.346,813.149,810.049
MEX,Mexico,population,67,male,350.379,364.717,379.932,394.784,408.33,423.107,436.327,448.919,463.358,476.852,488.188,501.663,515.134,526,538.272,551.252,561.98,570.902,574.455,574.479,580.704,590.676,599.573,607.66,612.975,631.659,651.016,658.561,677.704,695.527,716.332,732.995,745.3819999999999,768.635,788.509,799.307,805.827,810.847,824.001,832.636,829.224,830.207,839.999,852.602,876.65,884.651,891.9589999999999,891.912,894.03,894.771,895.718,898.567,903.991,910.567,917.131,923.051,927.798,929.175,914.191,890.5599999999999,875.443,863.069,865.636,868.6950000000001,862.122,859.359,851.305,842.787,838.466,832.566,828.998,824.605,821.186,818.585,815.407,813.198,810.698,807.605
MEX,Mexico,population,68,male,328.334,342.217,356.312,371.279,385.905,399.261,413.823,426.876,439.316,453.571,466.91,478.123,491.456,504.784,515.586,527.758,540.624,551.305,560.2140000000001,563.855,564.024,570.293,580.236,589.13,597.224,602.611,621.125,640.336,647.923,666.944,684.65,705.311,721.903,734.279,757.383,777.159,787.979,794.595,799.73,812.891,821.581,818.396,819.528,829.367,841.9880000000001,865.91,873.973,881.357,881.487,883.748,884.646,885.74,888.715,894.242,900.9059999999999,907.559,913.566,918.409,919.9109999999999,905.222,881.943,867.097,854.947,857.612,860.764,854.37,851.744,843.875,835.533,831.362,825.6,822.162,817.9059999999999,814.6180000000001,812.129,809.0700000000001,806.963,804.571
MEX,Mexico,population,69,male,307.719,320.059,333.683,347.527,362.237,376.623,389.769,404.109,416.977,429.252,443.312,456.465,467.562,480.732,493.928,504.642,516.698,529.458,540.079,548.968,552.689,553.015,559.316,569.227,578.104,586.216,591.651,610.006,629.048,636.691,655.553,673.14,693.645,710.146,722.52,745.452,765.103,775.954,782.663,787.914,801.0599999999999,809.819,806.851,808.146,818.033,830.658,854.429,862.559,870.035,870.342,872.75,873.804,875.052,878.162,883.79,890.545,897.279,903.37,908.309,909.953,895.557,872.6609999999999,858.086,846.1900000000001,848.956,852.206,845.995,843.518,835.835,827.693,823.657,818.054,814.756,810.649,807.4880000000001,805.123,802.181,800.187
MEX,Mexico,population,70,male,289.026,299.298,311.39,324.744,338.329,352.765,366.887,379.818,393.914,406.582,418.683,432.513,445.483,456.446,469.464,482.499,493.111,505.058,517.696,528.249,537.105,540.914,541.391,547.722,557.585,566.457,574.559,580.063,598.2380000000001,617.1130000000001,624.782,643.481,660.941,681.264,697.678,710.035,732.764,752.2910000000001,763.163,769.966,775.317,788.46,797.266,794.533,796,805.923,818.537,842.147,850.3579999999999,857.919,858.409,860.962,862.18,863.593,866.8390000000001,872.574,879.409,886.222,892.398,897.4450000000001,899.2190000000001,885.14,862.635,848.366,836.739,839.611,842.956,836.9450000000001,834.615,827.1420000000001,819.188,815.308,809.878,806.7329999999999,802.771,799.75,797.505,794.694
MEX,Mexico,population,71,male,269.234,280.414,290.468,302.302,315.377,328.685,342.821,356.67,369.363,383.197,395.653,407.545,421.147,433.911,444.752,457.588,470.443,480.96,492.781,505.284,515.752,524.574,528.462,529.096,535.444,545.268,554.104,562.215,567.78,585.775,604.439,612.1420000000001,630.665,647.971,668.111,684.418,696.737,719.2569999999999,738.638,749.528,756.405,761.877,774.9880000000001,783.847,781.3630000000001,783,792.944,805.545,828.992,837.278,844.925,845.596,848.302,849.6950000000001,851.276,854.6660000000001,860.497,867.4109999999999,874.301,880.573,885.713,887.628,873.871,851.801,837.856,826.518,829.496,832.9450000000001,827.136,824.973,817.7,809.9589999999999,806.248,801.0069999999999,798.01,794.21,791.327,789.218
MEX,Mexico,population,72,male,249.197,260.498,271.404,281.231,292.797,305.575,318.579,332.405,345.955,358.391,371.949,384.156,395.84,409.188,421.756,432.445,445.078,457.756,468.16,479.842,492.189,502.567,511.34,515.306,516.088,522.466,532.218,541.034,549.141,554.783,572.552,590.996,598.7329999999999,617.049,634.201,654.13,670.301,682.586,704.87,724.09,734.972,741.942,747.514,760.591,769.505,767.272,769.0700000000001,779.037,791.634,814.894,823.253,830.974,831.837,834.705,836.277,838.035,841.561,847.487,854.477,861.454,867.805,873.047,875.0890000000001,861.692,840.087,826.492,815.456,818.549,822.095,816.511,814.501,807.453,799.944,796.419,791.365,788.533,784.8920000000001,782.164
MEX,Mexico,population,73,male,232.127,240.423,251.413,262.034,271.628,282.909,295.363,308.054,321.544,334.775,346.941,360.182,372.141,383.594,396.695,409.034,419.552,431.984,444.463,454.741,466.262,478.445,488.714,497.428,501.458,502.408,508.786,518.479,527.261,535.376,541.061,558.595,576.805,584.555,602.663,619.635,639.318,655.351,667.585,689.612,708.6319999999999,719.52,726.558,732.2329999999999,745.274,754.229,752.24,754.211,764.21,776.7910000000001,799.842,808.259,816.055,817.121,820.152,821.912,823.84,827.5,833.518,840.5940000000001,847.64,854.076,859.401,861.592,848.575,827.4690000000001,814.2380000000001,803.5309999999999,806.73,810.388,805.0170000000001,803.178,796.374,789.1180000000001,785.774,780.926,778.255,774.793
MEX,Mexico,population,74,male,214.002,223.277,231.339,242.007,252.334,261.679,272.651,284.772,297.125,310.257,323.155,335.012,347.934,359.62,370.853,383.672,395.758,406.111,418.318,430.58,440.712,452.065,464.06,474.206,482.84,486.947,488.042,494.436,504.053,512.8099999999999,520.894,526.628,543.912,561.851,569.626,587.495,604.254,623.683,639.553,651.727,673.452,692.273,703.134,710.241,716.027,729.009,737.981,736.254,738.414,748.436,760.989,783.796,792.27,800.144,801.415,804.615,806.554,808.651,812.444,818.564,825.704,832.823,839.322,844.747,847.091,834.479,813.897,801.061,790.686,794.0069999999999,797.752,792.617,790.9640000000001,784.424,777.42,774.275,769.6319999999999,767.14
MEX,Mexico,population,75,male,197.106,205.141,214.113,221.933,232.268,242.285,251.358,262.012,273.774,285.768,298.526,311.048,322.594,335.17,346.592,357.57,370.083,381.917,392.08,404.044,416.066,426.043,437.203,448.993,458.991,467.549,471.706,472.968,479.366,488.915,497.606,505.66,511.442,528.437,546.101,553.8819999999999,571.476,588.015,607.1559999999999,622.849,634.926,656.346,674.923,685.751,692.931,698.812,711.704,720.697,719.253,721.604,731.639,744.138,766.679,775.211,783.155,784.638,787.996,790.112,792.379,796.318,802.518,809.727,816.894,823.472,828.995,831.499,819.3099999999999,799.294,786.86,776.849,780.266,784.11,779.232,777.78,771.505,764.776,761.826,757.409
MEX,Mexico,population,76,male,182.131,188.376,196.131,204.792,212.358,222.34,232.022,240.813,251.124,262.501,274.115,286.465,298.598,309.811,322.038,333.162,343.867,356.067,367.613,377.567,389.264,401.025,410.828,421.774,433.328,443.169,451.629,455.844,457.269,463.679,473.116,481.736,489.754,495.559,512.255,529.601,537.367,554.676,570.954,589.787,605.256,617.246,638.307,656.6130000000001,667.402,674.6369999999999,680.587,693.39,702.398,701.249,703.793,713.809,726.242,748.491,757.0700000000001,765.08,766.769,770.278,772.573,775.011,779.08,785.366,792.619,799.842,806.489,812.11,814.775,803.044,783.6180000000001,771.617,761.972,765.491,769.442,764.835,763.582,757.592,751.14,748.4059999999999
MEX,Mexico,population,77,male,166.386,173.336,179.352,186.814,195.148,202.446,212.051,221.383,229.872,239.814,250.789,261.992,273.908,285.634,296.506,308.355,319.156,329.575,341.425,352.667,362.391,373.795,385.274,394.877,405.578,416.881,426.547,434.893,439.164,440.765,447.146,456.46,465.003,472.951,478.787,495.142,512.133,519.885,536.8579999999999,552.864,571.329,586.573,598.434,619.097,637.116,647.842,655.098,661.13,673.824,682.85,681.997,684.7089999999999,694.701,707.057,728.978,737.598,745.6559999999999,747.542,751.203,753.676,756.283,760.486,766.831,774.131,781.404,788.121,793.838,796.673,785.414,766.6180000000001,755.063,745.802,749.437,753.499,749.172,748.129,742.429,736.282
MEX,Mexico,population,78,male,151.318,157.628,164.282,170.059,177.214,185.203,192.214,201.426,210.388,218.548,228.106,238.647,249.415,260.879,272.189,282.691,294.133,304.597,314.693,326.176,337.088,346.557,357.647,368.814,378.185,388.624,399.652,409.122,417.343,421.675,423.417,429.762,438.942,447.368,455.25,461.091,477.066,493.684,501.384,518.006,533.679,551.766,566.735,578.4400000000001,598.681,616.37,626.987,634.273,640.377,652.954,661.978,661.4,664.2859999999999,674.244,686.502,708.061,716.698,724.7809999999999,726.866,730.673,733.3200000000001,736.101,740.41,746.816,754.1559999999999,761.475,768.256,774.073,777.0650000000001,766.304,748.1660000000001,737.078,728.24,731.9930000000001,736.159,732.129,731.292,725.909
MEX,Mexico,population,79,male,137.553,142.64,148.653,154.999,160.524,167.356,174.981,181.692,190.492,199.055,206.876,216.019,226.102,236.418,247.42,258.283,268.388,279.407,289.495,299.254,310.34,320.893,330.087,340.83,351.647,360.768,370.922,381.649,390.907,398.998,403.348,405.231,411.532,420.534,428.844,436.626,442.451,458.026,474.21,481.859,498.062,513.395,531.043,545.699,557.239,577.004,594.298,604.806,612.107,618.287,630.715,639.692,639.399,642.462,652.366,664.505,685.648,694.275,702.3680000000001,704.647,708.591,711.414,714.34,718.76,725.2190000000001,732.591,739.946,746.7910000000001,752.6849999999999,755.83,745.58,728.134,717.5599999999999,709.17,713.035,717.304,713.571,712.957
MEX,Mexico,population,80,male,125.15,128.959,133.789,139.494,145.519,150.779,157.271,164.518,170.912,179.272,187.426,194.88,203.586,213.196,223.05,233.559,243.946,253.639,264.195,273.89,283.284,293.944,304.114,313.002,323.359,333.804,342.653,352.493,362.9,371.937,379.844,384.203,386.226,392.442,401.263,409.419,417.073,422.88,437.991,453.722,461.266,477.04,491.974,509.135,523.458,534.794,554.009,570.889,581.2619999999999,588.576,594.808,607.03,615.947,615.947,619.177,629.009,640.992,661.658,670.254,678.337,680.801,684.878,687.8440000000001,690.921,695.447,701.95,709.3390000000001,716.726,723.606,729.563,732.843,723.12,706.432,696.399,688.479,692.452,696.804,693.3920000000001
MEX,Mexico,population,81,male,112.932,116.632,120.238,124.801,130.187,135.878,140.858,146.997,153.849,159.904,167.813,175.528,182.594,190.851,199.979,209.342,219.33,229.225,238.467,248.54,257.815,266.814,277.022,286.775,295.319,305.265,315.311,323.86,333.366,343.438,352.196,359.899,364.26,366.386,372.517,381.115,389.084,396.6,402.342,416.97,432.172,439.618,454.897,469.383,486.029,499.97,511.041,529.676,546.097,556.323,563.619,569.855,581.846,590.6849999999999,590.973,594.366,604.086,615.8680000000001,636.002,644.543,652.5890000000001,655.236,659.407,662.519,665.744,670.366,676.896,684.296,691.683,698.578,704.5700000000001,707.9640000000001,698.8200000000001,682.933,673.472,666.043,670.105,674.542
MEX,Mexico,population,82,male,101.274,104.561,108.037,111.431,115.718,120.773,126.114,130.803,136.577,143.011,148.719,156.15,163.407,170.076,177.876,186.494,195.341,204.791,214.155,222.929,232.49,241.314,249.896,259.616,268.911,277.088,286.597,296.21,304.441,313.599,323.273,331.727,339.211,343.527,345.763,351.769,360.108,367.877,375.2,380.877,394.944,409.602,416.9,431.632,445.646,461.716,475.202,485.995,503.997,519.928,529.963,537.184,543.412,555.143,563.873,564.449,567.977,577.544,589.086,608.629,617.082,625.072,627.862,632.124,635.378,638.741,643.4450000000001,649.995,657.371,664.73,671.607,677.601,681.13,672.59,657.553,648.688,641.761,645.9109999999999
MEX,Mexico,population,83,male,90.205,93.101,96.167,99.41200000000001,102.588,106.589,111.301,116.284,120.672,126.058,132.07,137.409,144.344,151.135,157.404,164.724,172.809,181.127,190.003,198.82,207.1,216.121,224.473,232.605,241.797,250.61,258.398,267.437,276.598,284.496,293.246,302.494,310.627,317.836,322.109,324.421,330.271,338.334,345.845,352.972,358.524,372.018,386.063,393.178,407.336,420.821,436.234,449.244,459.721,477.053,492.431,502.208,509.338,515.539,526.967,535.562,536.404,540.039,549.4160000000001,560.68,579.567,587.908,595.782,598.7140000000001,603.057,606.441,609.926,614.7089999999999,621.246,628.5650000000001,635.859,642.676,648.688,652.337,644.43,630.283,622.03,615.634
MEX,Mexico,population,84,male,79.408,82.28,84.961,87.80200000000001,90.812,93.762,97.467,101.829,106.446,110.516,115.514,121.083,126.038,132.475,138.798,144.646,151.467,159.011,166.768,175.06,183.307,191.068,199.529,207.378,215.025,223.668,231.977,239.345,247.898,256.593,264.102,272.417,281.222,288.976,295.907,300.096,302.459,308.139,315.866,323.115,329.982,335.415,348.269,361.651,368.572,382.097,394.978,409.706,422.196,432.339,448.931,463.673,473.166,480.182,486.325,497.415,505.829,506.911,510.629,519.782,530.723,548.897,557.063,564.803,567.869,572.275,575.768,579.377,584.207,590.6950000000001,597.919,605.101,611.872,617.875,621.639,614.3819999999999,601.154,593.543
MEX,Mexico,population,85,male,68.993,71.81699999999999,74.44799999999999,76.911,79.524,82.29300000000001,85.008,88.414,92.422,96.65900000000001,100.413,105.006,110.122,114.695,120.634,126.474,131.887,138.205,145.181,152.371,160.059,167.716,174.943,182.817,190.132,197.276,205.351,213.128,220.067,228.121,236.295,243.391,251.257,259.561,266.932,273.539,277.616,280.02,285.474,292.862,299.786,306.393,311.658,323.824,336.518,343.203,356.021,368.275,382.272,394.216,403.97,419.737,433.804,442.982,449.846,455.908,466.606,474.792,476.094,479.874,488.76,499.343,516.71,524.68,532.263,535.4450000000001,539.8869999999999,543.489,547.189,552.0309999999999,558.432,565.508,572.593,579.285,585.2670000000001,589.125,582.526,570.258
