age,variable,sex,y2024,y2025,y2026,y2027,y2028,y2029,y2030,y2031,y2032,y2033,y2034,y2035,y2036,y2037,y2038,y2039,y2040,y2041,y2042,y2043,y2044,y2045,y2046,y2047,y2048,y2049,y2050,y2051,y2052,y2053,y2054,y2055,y2056,y2057,y2058,y2059,y2060,y2061,y2062,y2063,y2064,y2065,y2066,y2067,y2068,y2069,y2070,y2071,y2072,y2073,y2074,y2075,y2076,y2077,y2078,y2079,y2080,y2081,y2082,y2083,y2084,y2085,y2086,y2087,y2088,y2089,y2090,y2091,y2092,y2093,y2094,y2095,y2096,y2097,y2098,y2099,y2100,y2101,y2102,y2103
91,mortality,male,0.16085627,0.16060807,0.16029965,0.15994523,0.15962549,0.15932967,0.15900714,0.15857567,0.15832721,0.1578639,0.15752855,0.15725108,0.15678981,0.15623238,0.15571309,0.15518305,0.15452938,0.15398842,0.15331868,0.15266631,0.15201566,0.15131445,0.15062101,0.15002302,0.14939931,0.14869215,0.14802349,0.14718584,0.14627779,0.14545071,0.14466238,0.14372295,0.14296435,0.14202145,0.14116918,0.14031042,0.13940725,0.13866061,0.13770056,0.13689803,0.13594656,0.13503772,0.13417481,0.13318479,0.13224622,0.13142714,0.13054291,0.12961937,0.12860699,0.12767603,0.12685004,0.12595255,0.12504043,0.12414038,0.12319203,0.12228647,0.12139603,0.1205593,0.11969234,0.11885043,0.117992,0.11724684,0.11647526,0.11564407,0.11485198,0.11410266,0.11326848,0.11244906,0.11171336,0.11098539,0.11037801,0.10959511,0.10888216,0.10806974,0.10731128,0.10653935,0.10580692,,,
92,mortality,male,0.17238173,0.17218424,0.17192218,0.17161123,0.17134179,0.17109777,0.17082853,0.1704349,0.17024551,0.16981786,0.16952936,0.16930877,0.16888503,0.16836882,0.16789262,0.16740299,0.16678031,0.16627795,0.16563412,0.16501111,0.16438953,0.16371325,0.16304125,0.1624751,0.16188495,0.16120096,0.16056104,0.1597331,0.15883705,0.15801287,0.15724081,0.15630248,0.15555701,0.15461289,0.15376633,0.15290915,0.15201009,0.15128026,0.15031272,0.14950953,0.14854831,0.1476222,0.14674945,0.1457335,0.14477258,0.14393792,0.14303982,0.1420932,0.14104909,0.1400999,0.13925886,0.13833662,0.13740056,0.13647716,0.13549796,0.13455998,0.13363284,0.13276866,0.13186601,0.13099028,0.13009478,0.1293217,0.12852159,0.12764947,0.12682602,0.12605335,0.1251831,0.12432168,0.12355896,0.12279707,0.12217509,0.12135201,0.12061365,0.11975219,0.11895514,0.11813352,0.11736437,,,
93,mortality,male,0.18444707,0.18430436,0.1840925,0.18382866,0.18361376,0.18342573,0.18321432,0.18286168,0.18273592,0.18234681,0.18210873,0.18194925,0.18156612,0.18109505,0.18066686,0.18022355,0.17963763,0.17918008,0.17856745,0.17798001,0.17739387,0.17674894,0.17610403,0.17557674,0.17502778,0.17437401,0.17377006,0.17295859,0.17208309,0.17126749,0.17051976,0.16959056,0.16886541,0.16792761,0.16709475,0.16624684,0.16536052,0.16465689,0.16368973,0.16289282,0.16193177,0.16099576,0.1601229,0.15908836,0.15811273,0.15727035,0.15636886,0.15540734,0.15433939,0.15338311,0.15253631,0.15159799,0.15064719,0.14970988,0.14870877,0.14774214,0.14678127,0.14589369,0.14495837,0.14405194,0.1431219,0.14232411,0.14149892,0.14058759,0.13973606,0.13894433,0.13804103,0.13713916,0.13635306,0.1355593,0.13492721,0.13406558,0.13330564,0.13239411,0.13155823,0.13068528,0.12987917,,,
94,mortality,male,0.19796689,0.19787174,0.19770244,0.19747781,0.19731043,0.19717153,0.19701143,0.19669135,0.19662326,0.19626411,0.19606909,0.1959645,0.19561374,0.19518028,0.1947942,0.19439272,0.1938386,0.19342194,0.19283495,0.19227905,0.19172469,0.19110743,0.19048492,0.18999408,0.1894846,0.18885864,0.18828815,0.18749033,0.18663496,0.18582393,0.18509977,0.18417924,0.18347256,0.18253978,0.18172026,0.18088112,0.18000793,0.17933231,0.17836537,0.17757351,0.17661494,0.17566833,0.17479818,0.17374432,0.17275389,0.17190443,0.17100366,0.17002813,0.16893683,0.16797841,0.16712844,0.16617598,0.16521296,0.16426462,0.16324403,0.16224593,0.16124795,0.16033482,0.15936379,0.15842394,0.15745498,0.15663036,0.15577818,0.15482292,0.15394139,0.15312977,0.15219134,0.15124457,0.15043406,0.14960488,0.148963,0.14805887,0.14727697,0.14630838,0.14542861,0.14449708,0.14364916,,,
95,mortality,male,0.21315441,0.2130977,0.21296136,0.2127661,0.21263747,0.21253915,0.21242221,0.21212447,0.21210665,0.21176712,0.21160624,0.21154899,0.21122076,0.21081599,0.2104647,0.21009897,0.20957002,0.20918875,0.20862011,0.20809006,0.2075621,0.20696714,0.20636057,0.20590212,0.20542881,0.2048265,0.20428532,0.20349641,0.20265882,0.20184631,0.20114306,0.20022862,0.1995366,0.19860543,0.19779678,0.1969637,0.19610194,0.19545408,0.19448487,0.19369461,0.19273921,0.19177946,0.19091313,0.18983739,0.18883022,0.18797246,0.18707486,0.18608438,0.18496836,0.18401106,0.18315868,0.18219215,0.18121755,0.18025924,0.17921971,0.17818689,0.17714802,0.17620691,0.17519684,0.1742206,0.17320751,0.17235381,0.17147268,0.170468,0.1695546,0.16872245,0.16774698,0.16675028,0.16591461,0.16504598,0.16439509,0.16344412,0.16264038,0.16160789,0.16068054,0.15968341,0.15879036,,,
96,mortality,male,0.22995538,0.2299697,0.22989759,0.22976184,0.22970566,0.22968091,0.2296428,0.22939351,0.22946062,0.22916493,0.22906614,0.22908803,0.2288074,0.22846367,0.22817904,0.22788098,0.22740725,0.22709184,0.22656862,0.22609237,0.22561817,0.22507172,0.22450493,0.22410499,0.22369657,0.22314173,0.22265798,0.22189891,0.22110738,0.22031067,0.21965436,0.21876616,0.21811126,0.21720102,0.2164233,0.21561287,0.21478395,0.21418693,0.21322958,0.2124531,0.21152323,0.21056283,0.20971748,0.20863021,0.20761693,0.20676022,0.20588145,0.2048857,0.20375278,0.20281269,0.20196986,0.20099708,0.20002064,0.19906191,0.19800942,0.19694735,0.19586823,0.19490496,0.19385627,0.19284424,0.19178512,0.19090197,0.18999298,0.18893203,0.18798695,0.18713898,0.18612551,0.18507083,0.18421057,0.18329561,0.18263851,0.18163218,0.1808071,0.17969971,0.17872147,0.17764452,0.17670314,,,
97,mortality,male,0.24722105,0.24731677,0.24731915,0.2472531,0.24728073,0.24734088,0.24739394,0.24720298,0.24736737,0.24712525,0.24709929,0.24721244,0.24698984,0.24672019,0.2465155,0.24629858,0.24589337,0.24565724,0.2451921,0.24478287,0.24437564,0.24389082,0.24337617,0.24304794,0.24271883,0.2422245,0.24181276,0.24109626,0.24036675,0.23959751,0.23900326,0.23815494,0.23755116,0.23667543,0.23594242,0.23516731,0.23438606,0.23385518,0.23292213,0.23217074,0.23128157,0.23033183,0.22952056,0.22843267,0.22742424,0.22657877,0.22573187,0.2247417,0.22360231,0.2226929,0.22187127,0.22090243,0.21993534,0.21898735,0.21793172,0.21685268,0.21574351,0.21477066,0.21369371,0.2126564,0.21156019,0.2106576,0.20973172,0.20862136,0.20765551,0.20680492,0.20576426,0.20465834,0.20378501,0.20283096,0.2021802,0.20112533,0.20029094,0.19911522,0.19809772,0.19694586,0.19596808,,,
98,mortality,male,0.26540664,0.26558844,0.26566985,0.26567803,0.26579551,0.26594671,0.26609814,0.26597009,0.26623949,0.26605557,0.26610839,0.26632058,0.26616161,0.26597453,0.26585856,0.26573168,0.2654036,0.26525574,0.26485659,0.26452311,0.26419164,0.26377716,0.26332249,0.2630751,0.26283566,0.26241075,0.26208149,0.26141632,0.26076156,0.26002759,0.25950732,0.25870941,0.25816739,0.25733657,0.2566591,0.255929,0.25520749,0.25475553,0.25385643,0.25313849,0.25230155,0.25136992,0.25060222,0.2495207,0.24852428,0.24769653,0.24689097,0.24591352,0.24477429,0.24390546,0.24311309,0.24215467,0.24120445,0.24027476,0.23922207,0.23813608,0.23700476,0.23603285,0.23493582,0.23388168,0.23275479,0.23184084,0.23090719,0.22975177,0.2287743,0.22793275,0.22687402,0.22572127,0.2248449,0.22385682,0.22322364,0.22212492,0.22129195,0.22005366,0.21900923,0.21778659,0.21678527,,,
99,mortality,male,0.28508287,0.28534906,0.28550758,0.28558808,0.28579529,0.2860377,0.28628885,0.28622202,0.28659864,0.28647142,0.28660321,0.28691688,0.28682128,0.28671964,0.28669581,0.28666263,0.2864149,0.28635923,0.28602853,0.28577443,0.28552253,0.28518208,0.28479006,0.28462795,0.28448409,0.28413281,0.28389191,0.2832826,0.28271246,0.28201762,0.28158034,0.2808408,0.28036799,0.27958965,0.27897605,0.27829821,0.27764632,0.27728436,0.27642671,0.27574798,0.27497129,0.2740612,0.27334304,0.27227083,0.27128966,0.27048227,0.26972415,0.26876275,0.26762641,0.26680473,0.26604616,0.2651009,0.26417147,0.26326407,0.26221668,0.26113034,0.25998117,0.25901749,0.25790506,0.2568391,0.25568426,0.25476366,0.25382809,0.25262817,0.25164497,0.25082115,0.24975022,0.24855135,0.24767884,0.24665823,0.24605092,0.24490943,0.24408556,0.24278684,0.24172478,0.24043176,0.23941677,,,
100,mortality,male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
101,mortality,male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102,mortality,male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
103,mortality,male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
104,mortality,male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
105,mortality,male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
106,mortality,male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
107,mortality,male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
108,mortality,male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
109,mortality,male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
110,mortality,male,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
